outletCode,latitude,longitude,outletType,outletCategory
customer_id_1776,30.37660027,31.3022995,type_5,category_1
customer_id_1778,29.93309975,30.91670036,type_5,category_1
customer_id_1369,30.26199913,30.9239006,type_5,category_1
customer_id_1757,30.18029976,31.25329971,type_5,category_1
customer_id_1738,29.99640083,31.16769981,type_5,category_1
customer_id_1741,29.79459953,31.27560043,type_5,category_1
customer_id_1349,29.95800018,31.02860069,type_5,category_1
customer_id_1325,30.46780014,31.18079948,type_5,category_1
customer_id_1832,30.08399963,31.22260094,type_5,category_1
customer_id_1822,30.16580009,31.47109985,type_5,category_1
customer_id_1690,30.03440094,31.1875,type_6,category_1
customer_id_1698,30.08449936,31.12479973,type_6,category_1
customer_id_1838,30.15309906,31.22240067,type_5,category_1
customer_id_1742,29.92609978,31.24699974,type_6,category_1
customer_id_1335,30.45210075,31.18650055,type_5,category_1
customer_id_1816,30.22789955,31.26079941,type_5,category_1
customer_id_2087,30.05419922,31.34300041,type_6,category_1
customer_id_1455,30.1298008,31.24690056,type_5,category_1
customer_id_1806,30.12759972,31.2798996,type_5,category_1
customer_id_1865,29.87339973,31.26309967,type_6,category_1
customer_id_664,30.04879951,31.32119942,type_8,category_1
customer_id_1206,30.05190086,31.26950073,type_5,category_1
customer_id_1966,30.16600037,31.55590057,type_5,category_1
customer_id_1590,29.99920082,31.20249939,type_5,category_1
customer_id_1553,30.14970016,31.14209938,type_5,category_1
customer_id_2710,30.10289955,31.31430054,type_4,category_1
customer_id_4,30.12369919,31.32719994,type_8,category_1
customer_id_1559,30.17309952,31.21920013,type_5,category_1
customer_id_1296,30.08690071,31.21929932,type_4,category_1
customer_id_1724,30.24749947,31.20949936,type_5,category_1
customer_id_641,30.06360054,31.25919914,type_5,category_1
customer_id_1913,30.04430008,31.37339973,type_5,category_1
customer_id_1004,30.07760048,31.27079964,type_4,category_1
customer_id_1396,30.19659996,31.35309982,type_5,category_1
customer_id_1426,30.13750076,31.25049973,type_5,category_1
customer_id_1421,30.01199913,31.16390038,type_5,category_1
customer_id_1423,29.96010017,30.92860031,type_5,category_1
customer_id_755,30.05789948,31.35950089,type_8,category_1
customer_id_2132,30.12409973,31.27029991,type_5,category_1
customer_id_1726,30,31.18899918,type_5,category_1
customer_id_1413,30.20739937,31.35740089,type_5,category_1
customer_id_1405,30.19939995,31.35390091,type_5,category_1
customer_id_2755,30.05200005,31.35079956,type_8,category_1
customer_id_1272,30.06389999,31.25769997,type_5,category_1
customer_id_2021,30.07620049,31.21269989,type_5,category_1
customer_id_2023,30.13839912,31.29179955,type_5,category_1
customer_id_2051,30.10140038,31.22240067,type_5,category_1
customer_id_1295,30.14859962,31.27799988,type_5,category_1
customer_id_1758,30.27739906,31.20949936,type_6,category_1
customer_id_1283,30.04840088,31.37560081,type_5,category_1
customer_id_1243,29.84059906,31.3281002,type_5,category_1
customer_id_1271,30.13069916,31.36569977,type_3,category_1
customer_id_1803,30.13660049,31.26429939,type_5,category_1
customer_id_1010,30.06010056,31.26309967,type_8,category_1
customer_id_2692,30.07169914,31.26469994,type_5,category_1
customer_id_992,30.05620003,31.24169922,type_8,category_1
customer_id_2778,30.11630058,31.3307991,type_5,category_1
customer_id_213,30.0564003,31.16200066,type_5,category_1
customer_id_905,29.98320007,31.32119942,type_3,category_1
customer_id_2718,30.11190033,31.28420067,type_3,category_1
customer_id_2621,30.14410019,31.32559967,type_5,category_2
customer_id_543,30.54080009,31.27000046,type_5,category_2
customer_id_2622,30.10110092,31.25499916,type_5,category_2
customer_id_541,30.46220016,31.1718998,type_5,category_2
customer_id_539,30.45890045,31.18639946,type_5,category_2
customer_id_30,30.18460083,31.3118,type_5,category_2
customer_id_29,30.14159966,31.27370071,type_5,category_2
customer_id_2772,30.06579971,31.38100052,type_5,category_2
customer_id_2,29.6508007,31.30599976,type_5,category_2
customer_id_537,30.46269989,31.18600082,type_5,category_2
customer_id_532,30.44389915,31.19560051,type_5,category_2
customer_id_2630,29.72640038,31.29159927,type_5,category_2
customer_id_540,30.45960045,31.17099953,type_5,category_2
customer_id_546,30.47540092,31.19109917,type_5,category_2
customer_id_548,30.39819908,31.19079971,type_5,category_2
customer_id_2631,30.07320023,31.28219986,type_5,category_2
customer_id_53,30.12730026,31.28000069,type_5,category_2
customer_id_639,30.03420067,31.25029945,type_5,category_2
customer_id_652,30.03770065,31.25970078,type_5,category_2
customer_id_2570,30.12800026,31.30150032,type_5,category_2
customer_id_587,30.31699944,31.13010025,type_5,category_2
customer_id_585,30.35390091,31.20420074,type_5,category_2
customer_id_547,30.46500015,31.18370056,type_5,category_2
customer_id_2619,30.14319992,31.73130035,type_5,category_2
customer_id_2620,30.11860085,31.30439949,type_5,category_2
customer_id_55,30.14159966,31.33160019,type_5,category_2
customer_id_550,30.41040039,31.19400024,type_5,category_2
customer_id_56,30.15909958,31.32929993,type_5,category_2
customer_id_31,30.16460037,31.34000015,type_5,category_2
customer_id_549,30.41069984,31.19140053,type_5,category_2
customer_id_54,30.14150047,31.33029938,type_5,category_2
customer_id_528,30.37750053,31.19519997,type_5,category_2
customer_id_526,30.38100052,31.21879959,type_5,category_2
customer_id_525,30.48270035,31.18320084,type_5,category_2
customer_id_586,30.29899979,31.15229988,type_5,category_2
customer_id_8,30.07719994,31.23990059,type_5,category_2
customer_id_573,30.33909988,31.25189972,type_5,category_2
customer_id_571,30.3484993,31.23450089,type_5,category_2
customer_id_570,30.34790039,31.20059967,type_5,category_2
customer_id_569,30.35969925,31.20219994,type_5,category_2
customer_id_568,30.30559921,31.14340019,type_5,category_2
customer_id_2610,29.82180023,31.38619995,type_5,category_2
customer_id_2775,30.13249969,31.36860085,type_5,category_2
customer_id_567,30.29140091,31.29759979,type_5,category_2
customer_id_566,30.29369926,31.29870033,type_5,category_2
customer_id_565,30.33889961,31.25329971,type_5,category_2
customer_id_564,30.34930038,31.22979927,type_5,category_2
customer_id_2614,29.71199989,31.28790092,type_5,category_2
customer_id_561,30.47100067,31.16970062,type_5,category_2
customer_id_2618,29.6882,31.29829979,type_5,category_2
customer_id_10,30.16839981,31.46299934,type_5,category_2
customer_id_640,30.02639961,31.25819969,type_5,category_2
customer_id_575,30.35460091,31.19210052,type_5,category_2
customer_id_577,30.30019951,31.12680054,type_5,category_2
customer_id_2776,30.0435009,31.32480049,type_5,category_2
customer_id_524,30.47240067,31.19350052,type_5,category_2
customer_id_523,30.4435997,31.18330002,type_5,category_2
customer_id_522,30.4484005,31.1739006,type_5,category_2
customer_id_554,30.44479942,31.25009918,type_5,category_2
customer_id_556,30.45509911,31.22680092,type_5,category_2
customer_id_557,30.46820068,31.1882,type_5,category_2
customer_id_576,30.38509941,31.25460052,type_5,category_2
customer_id_559,30.45350075,31.22249985,type_5,category_2
customer_id_2608,29.74979973,31.29980087,type_5,category_2
customer_id_582,30.23360062,31.26239967,type_5,category_2
customer_id_6,30.17160034,31.4470005,type_5,category_2
customer_id_581,30.25799942,31.2840004,type_5,category_2
customer_id_580,30.37400055,31.15250015,type_5,category_2
customer_id_579,30.36160088,31.14629936,type_5,category_2
customer_id_2609,29.75079918,31.29999924,type_5,category_2
customer_id_584,30.24760056,31.24760056,type_5,category_2
customer_id_2767,29.99889946,31.33160019,type_5,category_2
customer_id_222,30.00219917,31.15169907,type_5,category_2
customer_id_2583,30.16340065,31.33009911,type_5,category_2
customer_id_816,29.86420059,31.30500031,type_5,category_2
customer_id_808,29.8980999,31.30069923,type_5,category_2
customer_id_630,30.06909943,31.38310051,type_5,category_2
customer_id_626,30.13459969,31.34819984,type_5,category_2
customer_id_623,30.03860092,31.25959969,type_5,category_2
customer_id_2593,30.09700012,31.2567997,type_5,category_2
customer_id_621,30.13080025,31.36339951,type_5,category_2
customer_id_812,30.01339912,31.26609993,type_5,category_2
customer_id_43,30.17320061,31.44919968,type_5,category_2
customer_id_619,30.04660034,31.3784008,type_5,category_2
customer_id_2594,30.02899933,31.25670052,type_5,category_2
customer_id_614,30.14139938,31.34560013,type_5,category_2
customer_id_611,30.07169914,31.25860023,type_5,category_2
customer_id_610,30.09659958,31.25440025,type_5,category_2
customer_id_58,30.15819931,31.33370018,type_5,category_2
customer_id_609,30.14509964,31.36129951,type_5,category_2
customer_id_45,30.17469978,31.45050049,type_5,category_2
customer_id_2596,30.12940025,31.31130028,type_5,category_2
customer_id_42,30.17340088,31.45120049,type_5,category_2
customer_id_1048,30.04409981,31.36650085,type_5,category_2
customer_id_2398,30.1317997,31.33670044,type_5,category_2
customer_id_40,30.12890053,31.27190018,type_5,category_2
customer_id_1072,30.11940002,31.32150078,type_5,category_2
customer_id_1071,30.04240036,31.32729912,type_5,category_2
customer_id_1089,30.14579964,31.34720039,type_5,category_2
customer_id_1070,29.56749916,31.28009987,type_5,category_2
customer_id_1066,29.71500015,31.2887001,type_5,category_2
customer_id_1045,30.12969971,31.3173008,type_5,category_2
customer_id_2401,29.83499908,31.35009956,type_5,category_2
customer_id_2402,29.84189987,31.3560009,type_5,category_2
customer_id_2404,30.04999924,31.1765995,type_5,category_2
customer_id_2406,30.11310005,31.32959938,type_5,category_2
customer_id_1053,30.13319969,31.35370064,type_5,category_2
customer_id_41,30.17079926,31.45789909,type_5,category_2
customer_id_1052,30.09119987,31.28089905,type_5,category_2
customer_id_2409,29.89900017,31.29579926,type_5,category_2
customer_id_1064,29.99230003,31.28249931,type_5,category_2
customer_id_572,30.31010056,31.30559921,type_5,category_2
customer_id_2597,30.15740013,31.40800095,type_5,category_2
customer_id_604,30.12039948,31.33309937,type_5,category_2
customer_id_2576,30.04050064,31.24209976,type_5,category_2
customer_id_49,30.15880013,31.32909966,type_5,category_2
customer_id_50,30.15189934,31.32859993,type_5,category_2
customer_id_659,30.09149933,31.28039932,type_5,category_2
customer_id_658,30.07460022,31.23200035,type_5,category_2
customer_id_656,30.07080078,31.23740005,type_5,category_2
customer_id_655,30.16539955,31.40920067,type_5,category_2
customer_id_48,30.16069984,31.33230019,type_5,category_2
customer_id_2606,30.0034008,31.33539963,type_5,category_2
customer_id_651,30.03210068,31.27160072,type_5,category_2
customer_id_2579,30.04430008,31.36849976,type_5,category_2
customer_id_51,30.1718998,31.45689964,type_5,category_2
customer_id_648,30.05719948,31.35980034,type_5,category_2
customer_id_647,30.17830086,31.4116993,type_5,category_2
customer_id_646,30.04520035,31.32519913,type_5,category_2
customer_id_2580,29.83449936,31.29920006,type_5,category_2
customer_id_654,30.07679939,31.2432003,type_5,category_2
customer_id_605,29.6765995,31.30270004,type_5,category_2
customer_id_47,30.16130066,31.33530045,type_5,category_2
customer_id_666,30.12459946,31.30820084,type_5,category_2
customer_id_2599,30.05629921,31.49239922,type_5,category_2
customer_id_2600,30.05620003,31.49180031,type_5,category_2
customer_id_593,30.36510086,31.23749924,type_5,category_2
customer_id_592,30.28420067,31.2947998,type_5,category_2
customer_id_591,30.37350082,31.15229988,type_5,category_2
customer_id_2603,29.70079994,31.28840065,type_5,category_2
customer_id_2605,30.01189995,31.26609993,type_5,category_2
customer_id_665,30.06979942,31.23509979,type_5,category_2
customer_id_2589,29.96839905,31.26350021,type_5,category_2
customer_id_636,30.04409981,31.32799911,type_5,category_2
customer_id_2587,30.01119995,31.33950043,type_5,category_2
customer_id_2571,29.97859955,31.40740013,type_5,category_2
customer_id_669,30.43420029,31.18370056,type_5,category_2
customer_id_46,30.17630005,31.45089912,type_5,category_2
customer_id_810,30.17029953,31.41430092,type_5,category_2
customer_id_667,30.01679993,31.42560005,type_5,category_2
customer_id_635,30.09729958,31.34160042,type_5,category_2
customer_id_2586,30.07830048,31.26099968,type_5,category_2
customer_id_668,30.13529968,31.3295002,type_5,category_2
customer_id_1075,29.91640091,31.29190063,type_5,category_2
customer_id_727,30.00180054,31.13750076,type_5,category_2
customer_id_96,30.38229942,31.15640068,type_5,category_2
customer_id_726,30.00449944,31.13599968,type_5,category_2
customer_id_724,30.00130081,31.13599968,type_5,category_2
customer_id_97,30.37599945,31.16049957,type_5,category_2
customer_id_723,30.00060081,31.13559914,type_5,category_2
customer_id_722,29.99990082,31.13529968,type_5,category_2
customer_id_721,29.99690056,31.13599968,type_5,category_2
customer_id_720,29.99139977,31.13619995,type_5,category_2
customer_id_98,30.37579918,31.16200066,type_5,category_2
customer_id_2559,30.13829994,31.34189987,type_5,category_2
customer_id_2560,30.12789917,31.3003006,type_5,category_2
customer_id_717,29.96590042,31.10199928,type_5,category_2
customer_id_99,30.37350082,31.19079971,type_5,category_2
customer_id_729,29.95940018,31.09729958,type_5,category_2
customer_id_706,30.51189995,31.23329926,type_5,category_2
customer_id_705,29.97380066,31.10110092,type_5,category_2
customer_id_704,30.18829918,31.13739967,type_5,category_2
customer_id_692,29.95929909,31.10289955,type_5,category_2
customer_id_695,29.98419952,31.09810066,type_5,category_2
customer_id_694,29.96570015,31.09160042,type_5,category_2
customer_id_703,29.96159935,31.1026001,type_5,category_2
customer_id_2564,30.12639999,31.31649971,type_5,category_2
customer_id_691,30.13750076,31.2507,type_5,category_2
customer_id_690,30.12709999,31.2560997,type_5,category_2
customer_id_2565,30.00300026,31.42499924,type_5,category_2
customer_id_716,29.97360039,31.10050011,type_5,category_2
customer_id_687,30.15660095,31.28389931,type_5,category_2
customer_id_684,30.14859962,31.32060051,type_5,category_2
customer_id_93,30.2507,31.3696003,type_5,category_2
customer_id_683,30.14769936,31.32069969,type_5,category_2
customer_id_94,30.44890022,31.22520065,type_5,category_2
customer_id_682,30.16080093,31.33239937,type_5,category_2
customer_id_681,30.1583004,31.34700012,type_5,category_2
customer_id_680,30.15679932,31.3423996,type_5,category_2
customer_id_2566,30.07719994,31.23509979,type_5,category_2
customer_id_696,30.49939919,31.22820091,type_5,category_2
customer_id_715,29.9647007,31.10020065,type_5,category_2
customer_id_2561,30.12809944,31.29969978,type_5,category_2
customer_id_2465,30.14599991,31.2105999,type_6,category_2
customer_id_106,30.23310089,31.26530075,type_5,category_2
customer_id_60,30.14520073,31.26740074,type_5,category_2
customer_id_107,30.22680092,31.25939941,type_5,category_2
customer_id_2285,30.09219933,31.26429939,type_6,category_2
customer_id_2691,30.03429985,31.2397995,type_6,category_2
customer_id_2212,30.0401001,31.27470016,type_6,category_2
customer_id_2275,30.16180038,31.42519951,type_6,category_2
customer_id_2774,30.04540062,31.33950043,type_6,category_2
customer_id_1,29.63599968,31.30279922,type_6,category_2
customer_id_1390,30.06679916,31.17589951,type_6,category_2
customer_id_2057,30.05830002,31.27090073,type_6,category_2
customer_id_481,29.99180031,31.20929909,type_6,category_2
customer_id_108,30.31489944,31.31200027,type_5,category_2
customer_id_485,30.12059975,31.12610054,type_6,category_2
customer_id_2393,30.04030037,31.24950027,type_6,category_2
customer_id_2317,30.1093998,31.32089996,type_6,category_2
customer_id_2749,30.14909935,31.40159988,type_6,category_2
customer_id_104,30.23320007,31.27020073,type_5,category_2
customer_id_712,29.35589981,31.24679947,type_5,category_2
customer_id_2563,30.16360092,31.61580086,type_5,category_2
customer_id_710,29.9654007,31.09550095,type_5,category_2
customer_id_709,29.96479988,31.10110092,type_5,category_2
customer_id_805,29.79509926,31.30660057,type_5,category_2
customer_id_708,30.4904995,31.19120026,type_5,category_2
customer_id_100,30.34210014,31.24900055,type_5,category_2
customer_id_714,29.97249985,31.1012001,type_5,category_2
customer_id_707,30.50230026,31.2140007,type_5,category_2
customer_id_102,30.25289917,31.35050011,type_5,category_2
customer_id_2524,29.82519913,31.29999924,type_5,category_2
customer_id_2526,30.05760002,31.3526001,type_5,category_2
customer_id_103,30.34989929,31.22559929,type_5,category_2
customer_id_2257,30.03960037,31.29910088,type_6,category_2
customer_id_2131,30.03280067,31.26000023,type_6,category_2
customer_id_2651,30.03960037,31.33099937,type_6,category_2
customer_id_101,30.21380043,31.31389999,type_5,category_2
customer_id_105,30.21039963,31.24379921,type_5,category_2
customer_id_697,30.5237999,31.24679947,type_5,category_2
customer_id_807,30.1711998,31.41010094,type_5,category_2
customer_id_16,30.13409996,31.27820015,type_5,category_2
customer_id_738,29.90629959,31.26449966,type_5,category_2
customer_id_737,29.90670013,31.26029968,type_5,category_2
customer_id_734,30.52219963,31.24650002,type_5,category_2
customer_id_676,30.15049934,31.22459984,type_5,category_2
customer_id_17,30.17029953,31.46879959,type_5,category_2
customer_id_801,29.85580063,31.33099937,type_5,category_2
customer_id_733,30.17749977,31.22240067,type_5,category_2
customer_id_732,30.15979958,31.22599983,type_5,category_2
customer_id_731,29.95899963,31.10149956,type_5,category_2
customer_id_741,29.90040016,31.26860046,type_5,category_2
customer_id_802,29.84000015,31.33519936,type_5,category_2
customer_id_800,30.01379967,31.26189995,type_5,category_2
customer_id_766,30.13019943,31.35709953,type_5,category_2
customer_id_791,30.09110069,31.27659988,type_5,category_2
customer_id_739,29.90640068,31.26250076,type_5,category_2
customer_id_15,30.15589905,31.31060028,type_5,category_2
customer_id_740,29.90690041,31.26689911,type_5,category_2
customer_id_744,29.98340034,31.11249924,type_5,category_2
customer_id_11,30.1590004,31.32410049,type_5,category_2
customer_id_677,30.15340042,31.22220039,type_5,category_2
customer_id_2547,30.13349915,31.34079933,type_5,category_2
customer_id_2548,30.1298008,31.34630013,type_5,category_2
customer_id_756,30.08989906,31.27359962,type_5,category_2
customer_id_2549,30.17070007,31.45820045,type_5,category_2
customer_id_12,30.19729996,31.35429955,type_5,category_2
customer_id_796,30.05699921,31.35770035,type_5,category_2
customer_id_2556,30.13269997,31.35750008,type_5,category_2
customer_id_749,29.95569992,31.09720039,type_5,category_2
customer_id_748,29.99449921,31.15819931,type_5,category_2
customer_id_747,29.89780045,31.26860046,type_5,category_2
customer_id_745,29.98469925,31.11170006,type_5,category_2
customer_id_13,30.23690033,31.46929932,type_5,category_2
customer_id_14,30.13010025,31.27319908,type_5,category_2
customer_id_2543,30.0909996,31.25519943,type_5,category_2
customer_id_750,29.90789986,31.2670002,type_5,category_2
customer_id_2529,30.12919998,31.34129906,type_5,category_2
customer_id_788,30.13269997,31.35460091,type_5,category_2
customer_id_2533,29.96780014,31.10070038,type_5,category_2
customer_id_2541,30.16589928,31.55599976,type_5,category_2
customer_id_25,30.12960052,31.27260017,type_5,category_2
customer_id_799,30.02269936,31.26379967,type_5,category_2
customer_id_26,30.14839935,31.25119972,type_5,category_2
customer_id_792,29.96719933,31.26049995,type_5,category_2
customer_id_27,30.14839935,31.24180031,type_5,category_2
customer_id_730,29.91130066,30.8973999,type_5,category_2
customer_id_769,30.02700043,31.23769951,type_5,category_2
customer_id_57,30.15850067,31.33230019,type_5,category_2
customer_id_59,30.1583004,31.33699989,type_5,category_2
customer_id_702,30.49690056,31.2052002,type_5,category_2
customer_id_119,30.18009949,31.23290062,type_5,category_2
customer_id_2523,30.45949936,31.18829918,type_5,category_2
customer_id_701,30.50090027,31.21269989,type_5,category_2
customer_id_700,30.57460022,31.31150055,type_5,category_2
customer_id_699,30.5673008,31.27459908,type_5,category_2
customer_id_728,29.95660019,31.09950066,type_5,category_2
customer_id_674,30.47940063,31.19309998,type_5,category_2
customer_id_771,30.04439926,31.37360001,type_5,category_2
customer_id_2538,30.12750053,31.33679962,type_5,category_2
customer_id_19,30.15660095,31.37890053,type_5,category_2
customer_id_20,30.15049934,31.3696003,type_5,category_2
customer_id_21,30.11720085,31.27669907,type_5,category_2
customer_id_798,30.15780067,31.35540009,type_5,category_2
customer_id_22,30.12360001,31.27669907,type_5,category_2
customer_id_785,30.16990089,31.4557991,type_5,category_2
customer_id_2534,30.1765995,31.45100021,type_5,category_2
customer_id_24,30.13019943,31.28450012,type_5,category_2
customer_id_23,30.13909912,31.2628994,type_5,category_2
customer_id_782,30.02479935,31.25259972,type_5,category_2
customer_id_2535,30.12420082,31.32649994,type_5,category_2
customer_id_778,30.04500008,31.35650063,type_5,category_2
customer_id_2536,30.13529968,31.32999992,type_5,category_2
customer_id_775,30.02210045,31.24580002,type_5,category_2
customer_id_774,30.18190002,31.41740036,type_5,category_2
customer_id_773,30.11870003,31.33670044,type_5,category_2
customer_id_765,30.15500069,31.34189987,type_5,category_2
customer_id_2397,30.07169914,31.36910057,type_5,category_2
customer_id_1082,29.97389984,31.24810028,type_5,category_2
customer_id_2394,29.98310089,31.32060051,type_5,category_2
customer_id_2461,30.15880013,31.34980011,type_5,category_2
customer_id_2462,29.8579998,31.32799911,type_5,category_2
customer_id_2463,30.16360092,31.32159996,type_5,category_2
customer_id_927,29.97019958,31.25839996,type_5,category_2
customer_id_925,30.18549919,31.43729973,type_5,category_2
customer_id_924,30.16020012,31.40469933,type_5,category_2
customer_id_953,29.50029945,31.26819992,type_5,category_2
customer_id_922,30.13999939,31.36070061,type_5,category_2
customer_id_955,30.04120064,31.36899948,type_5,category_2
customer_id_959,30.14240074,31.32559967,type_5,category_2
customer_id_2433,30.14929962,31.35050011,type_5,category_2
customer_id_2436,29.9864006,31.27160072,type_5,category_2
customer_id_991,30.09300041,31.28560066,type_5,category_2
customer_id_990,30.13800049,31.31529999,type_5,category_2
customer_id_2438,29.90130043,31.28730011,type_5,category_2
customer_id_211,30.01189995,31.13879967,type_5,category_2
customer_id_2459,30.11610031,31.31340027,type_5,category_2
customer_id_2458,29.84539986,31.32139969,type_5,category_2
customer_id_2457,30.1053009,31.28240013,type_5,category_2
customer_id_2634,30.14800072,31.32769966,type_5,category_2
customer_id_521,30.46159935,31.19009972,type_5,category_2
customer_id_2449,29.96249962,31.3057003,type_5,category_2
customer_id_2450,30.0795002,31.28199959,type_5,category_2
customer_id_2452,30.10779953,31.26129913,type_5,category_2
customer_id_948,30.17539978,31.42480087,type_5,category_2
customer_id_947,29.39870071,31.24329948,type_5,category_2
customer_id_2439,30.04529953,31.37129974,type_5,category_2
customer_id_946,30.1378994,31.31550026,type_5,category_2
customer_id_212,30.02869987,31.16460037,type_5,category_2
customer_id_2453,30.09539986,31.27689934,type_5,category_2
customer_id_943,29.98550034,31.28450012,type_5,category_2
customer_id_2454,30.10169983,31.28030014,type_5,category_2
customer_id_941,29.4605999,31.24690056,type_5,category_2
customer_id_938,30.04809952,31.28689957,type_5,category_2
customer_id_937,30.09180069,31.30039978,type_5,category_2
customer_id_945,30.01959991,31.23119926,type_5,category_2
customer_id_519,30.48060036,31.17140007,type_5,category_2
customer_id_985,30.11310005,31.3132,type_5,category_2
customer_id_982,30.06640053,31.26650047,type_5,category_2
customer_id_920,30.05039978,31.32559967,type_5,category_2
customer_id_918,30.14360046,31.35950089,type_5,category_2
customer_id_2466,30.1508007,31.19490051,type_5,category_2
customer_id_864,30.09840012,31.26239967,type_5,category_2
customer_id_862,30.13209915,31.35449982,type_5,category_2
customer_id_861,29.99710083,31.32570076,type_5,category_2
customer_id_857,30.12059975,31.33690071,type_5,category_2
customer_id_853,30.15819931,31.33379936,type_5,category_2
customer_id_851,29.83639908,31.33250046,type_5,category_2
customer_id_846,30.04430008,31.29319954,type_5,category_2
customer_id_841,30.16399956,31.38240051,type_5,category_2
customer_id_836,30.08300018,31.24379921,type_5,category_2
customer_id_835,30.16139984,31.36000061,type_5,category_2
customer_id_189,30.13339996,31.24209976,type_5,category_2
customer_id_834,30.04360008,31.3281002,type_5,category_2
customer_id_2447,29.85960007,31.32600021,type_5,category_2
customer_id_960,30.01740074,31.24729919,type_5,category_2
customer_id_961,30.16300011,31.38199997,type_5,category_2
customer_id_962,29.31290054,31.22929955,type_5,category_2
customer_id_2440,29.97369957,31.25909996,type_5,category_2
customer_id_2441,29.84560013,31.3159008,type_5,category_2
customer_id_976,29.29990005,31.22130013,type_5,category_2
customer_id_974,30.13940048,31.3864994,type_5,category_2
customer_id_209,30.13019943,31.2663002,type_5,category_2
customer_id_973,30.09989929,31.2635994,type_5,category_2
customer_id_183,30.11779976,31.24769974,type_5,category_2
customer_id_983,29.34639931,31.24650002,type_5,category_2
customer_id_970,30.00270081,31.44319916,type_5,category_2
